Age,Job,Marital,Education,Default,Housing,Loan,Contact,Month,Day of the week,Call Duration,Campaign,Pdays,Previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
34,Admin,Married,University Degree,No,Yes,No,Telephone,May,Mon,138,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
41,Technician,Married,Professional Course,No,No,No,Telephone,May,Mon,412,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
38,Blue-Collar,Single,Basic 9Y,No,Yes,No,Telephone,May,Mon,179,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
45,Management,Divorced,University Degree,No,No,No,Telephone,May,Mon,19,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
42,Technician,Married,University Degree,No,No,No,Telephone,May,Mon,228,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
34,Blue-Collar,Single,Basic 9Y,Unknown,Yes,No,Telephone,May,Mon,55,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
48,Blue-Collar,Married,Basic 4Y,No,Yes,No,Telephone,May,Mon,717,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
37,Admin,Married,High School,Unknown,Yes,No,Telephone,May,Mon,313,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
34,Blue-Collar,Single,Basic 9Y,Unknown,No,No,Telephone,May,Mon,289,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
40,Admin,Married,Basic 9Y,Unknown,Yes,No,Telephone,May,Mon,683,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
43,Blue-Collar,Married,Basic 6Y,No,Yes,No,Telephone,May,Mon,1077,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
33,Services,Married,High School,No,No,No,Telephone,May,Mon,146,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
32,Services,Single,Basic 6Y,No,No,No,Telephone,May,Mon,167,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
39,Blue-Collar,Married,High School,No,Yes,No,Telephone,May,Mon,356,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
43,Admin,Married,Unknown,No,No,No,Telephone,May,Mon,277,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
44,Blue-Collar,Married,Basic 9Y,No,Yes,No,Telephone,May,Mon,172,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
35,Student,Single,University Degree,Unknown,No,No,Telephone,May,Mon,218,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
35,Student,Single,University Degree,Unknown,Yes,Yes,Telephone,May,Mon,217,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
35,Unemployed,Married,Professional Course,No,No,No,Telephone,May,Mon,67,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Services,Single,Basic 4Y,No,No,No,Telephone,May,Mon,291,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
35,Student,Single,University Degree,Unknown,Yes,No,Telephone,May,Mon,248,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Student,Single,Basic 9Y,No,Yes,No,Telephone,May,Mon,256,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
55,Housemaid,Divorced,University Degree,No,No,No,Telephone,May,Mon,286,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
59,Admin,Married,University Degree,No,No,No,Telephone,May,Mon,477,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
57,Retired,Married,Unknown,Unknown,No,No,Telephone,May,Mon,611,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
39,Blue-Collar,Married,Professional Course,Unknown,Yes,No,Telephone,May,Mon,471,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
39,Housemaid,Married,Basic 4Y,Unknown,Yes,No,Telephone,May,Mon,381,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
30,Blue-Collar,Single,Unknown,No,Yes,No,Telephone,May,Mon,251,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
30,Blue-Collar,Single,Unknown,No,Yes,Yes,Telephone,May,Mon,408,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
50,Housemaid,Married,Basic 4Y,Unknown,No,No,Telephone,May,Mon,287,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
40,Services,Married,High School,No,No,No,Telephone,May,Mon,322,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
35,Admin,Married,High School,No,Yes,No,Telephone,May,Mon,216,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
43,Technician,Married,Unknown,Unknown,No,No,Telephone,May,Mon,366,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Services,Single,Basic 6Y,Unknown,Yes,No,Telephone,May,Mon,210,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
46,Technician,Married,Basic 4Y,Unknown,Yes,No,Telephone,May,Mon,288,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
40,Technician,Married,Basic 9Y,No,No,No,Telephone,May,Mon,168,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
58,Retired,Married,University Degree,No,No,No,Telephone,May,Mon,132,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
42,Technician,Married,University Degree,No,No,No,Telephone,May,Mon,64,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
35,Admin,Single,University Degree,No,No,No,Telephone,May,Mon,209,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
43,Retired,Married,Basic 4Y,Unknown,No,No,Telephone,May,Mon,410,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
45,Blue-Collar,Married,Basic 4Y,No,Yes,Yes,Telephone,May,Mon,177,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
39,Admin,Married,Professional Course,No,Yes,No,Telephone,May,Mon,580,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
50,Services,Divorced,Professional Course,No,Yes,No,Telephone,May,Mon,165,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
32,Management,Divorced,Basic 4Y,Unknown,Yes,No,Telephone,May,Mon,127,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
39,Admin,Married,High School,Unknown,No,No,Telephone,May,Mon,357,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
52,Self-Employed,Married,University Degree,Unknown,No,No,Telephone,May,Mon,175,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
44,Admin,Married,Professional Course,No,Yes,No,Telephone,May,Mon,300,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
56,Blue-Collar,Married,Basic 4Y,No,No,No,Telephone,May,Mon,136,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
48,Admin,Married,High School,No,No,No,Telephone,May,Mon,125,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
33,Services,Married,High School,Unknown,No,Yes,Telephone,May,Mon,189,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
43,Management,Married,University Degree,Unknown,No,Yes,Telephone,May,Mon,213,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
57,Retired,Married,High School,No,No,No,Telephone,May,Mon,238,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Technician,Single,Professional Course,No,No,No,Telephone,May,Mon,124,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
34,Management,Married,University Degree,No,Yes,No,Telephone,May,Mon,18,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
34,Services,Single,Basic 9Y,No,No,No,Telephone,May,Mon,730,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
30,Technician,Married,University Degree,Unknown,No,No,Telephone,May,Mon,40,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
33,Services,Divorced,Unknown,No,No,No,Telephone,May,Mon,181,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
32,Technician,Single,Professional Course,No,No,No,Telephone,May,Mon,79,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Technician,Single,High School,No,Yes,No,Telephone,May,Mon,142,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Blue-Collar,Single,High School,No,No,Yes,Telephone,May,Mon,389,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
33,Services,Single,High School,No,No,No,Telephone,May,Mon,702,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
40,Technician,Divorced,Professional Course,No,No,No,Telephone,May,Mon,151,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
41,Blue-Collar,Married,Basic 4Y,No,Yes,No,Telephone,May,Mon,211,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
51,Services,Married,Basic 6Y,No,Yes,No,Telephone,May,Mon,117,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Technician,Married,Professional Course,No,Yes,No,Telephone,May,Mon,232,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
28,Services,Married,Unknown,No,No,No,Telephone,May,Mon,408,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
53,Services,Married,High School,No,Yes,Yes,Telephone,May,Mon,370,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
58,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Telephone,May,Mon,179,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
45,Management,Married,Basic 9Y,No,No,Yes,Telephone,May,Mon,46,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
43,Technician,Married,Unknown,No,Yes,No,Telephone,May,Mon,200,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
33,Admin,Married,High School,No,No,Yes,Telephone,May,Mon,50,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
33,Admin,Married,High School,No,No,Yes,Telephone,May,Mon,181,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
27,Blue-Collar,Single,Basic 6Y,No,Unknown,Unknown,Telephone,May,Mon,119,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
42,Technician,Married,High School,No,No,No,Telephone,May,Mon,361,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
43,Admin,Divorced,Basic 9Y,No,No,No,Telephone,May,Mon,73,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
42,Admin,Married,University Degree,No,No,No,Telephone,May,Mon,67,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
27,Blue-Collar,Single,Basic 6Y,No,No,No,Telephone,May,Mon,350,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
34,Self-Employed,Single,University Degree,No,Yes,No,Telephone,May,Mon,150,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
31,Student,Single,University Degree,Unknown,No,No,Telephone,May,Mon,332,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
54,Management,Divorced,University Degree,No,No,No,Telephone,May,Mon,611,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
40,Self-Employed,Married,Basic 4Y,Unknown,No,No,Telephone,May,Mon,58,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
52,Unemployed,Married,High School,Unknown,Yes,No,Telephone,May,Mon,151,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
47,Management,Divorced,University Degree,No,No,No,Telephone,May,Mon,89,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
49,Housemaid,Married,Basic 9Y,Unknown,No,No,Telephone,May,Mon,152,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
32,Admin,Single,High School,No,No,No,Telephone,May,Mon,611,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
49,Housemaid,Single,High School,Unknown,Yes,Yes,Telephone,May,Mon,110,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
50,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,May,Mon,463,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
34,Services,Married,High School,No,No,No,Telephone,May,Mon,962,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
55,Blue-Collar,Married,Basic 4Y,Unknown,No,No,Telephone,May,Mon,102,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
47,Technician,Single,Basic 9Y,No,No,No,Telephone,May,Mon,10,4,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
51,Retired,Married,Professional Course,No,No,No,Telephone,May,Mon,118,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
47,Blue-Collar,Married,Basic 6Y,No,No,No,Telephone,May,Mon,92,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
56,Technician,Married,Basic 4Y,No,Yes,No,Telephone,May,Mon,143,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
53,Admin,Married,Basic 9Y,No,No,No,Telephone,May,Mon,189,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Blue-Collar,Married,Basic 9Y,No,Yes,No,Telephone,May,Mon,75,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
42,Blue-Collar,Divorced,Basic 9Y,No,Yes,No,Telephone,May,Mon,189,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
44,Blue-Collar,Divorced,Basic 6Y,No,No,No,Telephone,May,Mon,55,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
39,Housemaid,Married,Basic 9Y,No,Yes,No,Telephone,May,Mon,935,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,Yes
37,Admin,Single,High School,No,Yes,Yes,Telephone,May,Mon,56,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
60,Blue-Collar,Married,Unknown,Unknown,Yes,No,Telephone,May,Mon,5,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Services,Married,High School,No,No,No,Telephone,May,Mon,225,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
42,Management,Divorced,University Degree,No,Yes,No,Telephone,May,Mon,125,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
31,Admin,Married,High School,No,Yes,Yes,Telephone,May,Mon,286,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
53,Technician,Divorced,Professional Course,Unknown,No,Yes,Telephone,May,Mon,206,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
45,Blue-Collar,Married,Basic 4Y,No,Yes,No,Telephone,May,Mon,164,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
37,Technician,Single,Professional Course,No,Yes,No,Telephone,May,Mon,98,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
47,Self-Employed,Married,Professional Course,No,No,No,Telephone,May,Mon,446,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
49,Blue-Collar,Divorced,High School,No,No,Yes,Telephone,May,Mon,742,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Admin,Married,University Degree,No,Yes,No,Telephone,May,Mon,120,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
35,Services,Divorced,High School,No,No,No,Telephone,May,Mon,122,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
38,Unknown,Married,Unknown,Unknown,No,No,Telephone,May,Mon,362,4,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
38,Services,Single,High School,Unknown,No,No,Telephone,May,Mon,357,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
50,Blue-Collar,Divorced,High School,Unknown,No,Yes,Telephone,May,Mon,200,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
59,Retired,Married,Professional Course,Unknown,No,No,Telephone,May,Mon,107,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
43,Unknown,Married,Unknown,No,Yes,No,Telephone,May,Mon,267,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
42,Admin,Married,High School,No,Yes,No,Telephone,May,Mon,248,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
40,Admin,Married,Basic 6Y,Unknown,Yes,No,Telephone,May,Mon,215,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
46,Blue-Collar,Married,Unknown,Unknown,No,No,Telephone,May,Mon,209,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
57,Housemaid,Divorced,Basic 4Y,No,Yes,Yes,Telephone,May,Mon,205,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
42,Admin,Married,University Degree,No,Yes,No,Telephone,May,Mon,261,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
41,Blue-Collar,Married,Basic 4Y,No,Yes,No,Telephone,May,Mon,83,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
54,Management,Divorced,University Degree,No,Yes,No,Telephone,May,Mon,106,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
27,Admin,Single,University Degree,No,No,No,Telephone,May,Mon,106,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Admin,Married,High School,No,No,No,Telephone,May,Mon,108,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
58,Blue-Collar,Married,Professional Course,Unknown,Yes,No,Telephone,May,Mon,214,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
40,Management,Married,University Degree,Unknown,Yes,No,Telephone,May,Mon,358,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
34,Admin,Single,Basic 9Y,Unknown,No,No,Telephone,May,Mon,453,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
33,Admin,Divorced,High School,No,No,No,Telephone,May,Mon,364,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
56,Retired,Married,Basic 6Y,No,No,No,Telephone,May,Mon,136,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
42,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,May,Mon,173,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
43,Services,Married,High School,No,Yes,No,Telephone,May,Mon,241,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
54,Management,Single,Basic 9Y,No,Yes,No,Telephone,May,Mon,224,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
53,Admin,Single,Basic 6Y,No,Yes,Yes,Telephone,May,Mon,148,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
42,Technician,Single,Unknown,No,No,No,Telephone,May,Mon,230,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
40,Services,Married,Basic 6Y,Unknown,No,No,Telephone,May,Mon,199,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
54,Technician,Married,Professional Course,No,Yes,Yes,Telephone,May,Mon,196,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
40,Housemaid,Single,Professional Course,No,No,No,Telephone,May,Mon,111,4,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
26,Admin,Single,University Degree,No,Yes,No,Telephone,May,Mon,231,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
33,Admin,Married,High School,No,No,No,Telephone,May,Mon,316,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
35,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,May,Mon,240,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Admin,Married,High School,No,No,No,Telephone,May,Mon,669,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
29,Services,Single,High School,No,Yes,No,Telephone,May,Mon,425,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Blue-Collar,Married,Basic 9Y,No,Yes,No,Telephone,May,Mon,121,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
35,Management,Married,High School,No,Yes,No,Telephone,May,Mon,174,5,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
50,Self-Employed,Single,University Degree,No,No,Yes,Telephone,May,Mon,88,5,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
46,Services,Married,High School,Unknown,Yes,No,Telephone,May,Mon,313,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
49,Entrepreneur,Married,High School,No,Yes,No,Telephone,May,Mon,135,4,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
42,Technician,Single,Professional Course,Unknown,Yes,No,Telephone,May,Mon,152,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Blue-Collar,Single,High School,No,Yes,Yes,Telephone,May,Mon,402,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
55,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Telephone,May,Mon,221,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
41,Management,Married,University Degree,Unknown,No,No,Telephone,May,Mon,213,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
57,Management,Married,Professional Course,Unknown,Yes,No,Telephone,May,Mon,144,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
32,Services,Single,High School,No,Yes,No,Telephone,May,Mon,158,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
49,Admin,Married,Basic 9Y,No,No,No,Telephone,May,Mon,220,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
57,Unknown,Married,Unknown,Unknown,Yes,No,Telephone,May,Mon,325,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
58,Blue-Collar,Divorced,Basic 4Y,No,Yes,No,Telephone,May,Mon,254,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
52,Technician,Married,High School,No,Yes,No,Telephone,May,Mon,503,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
50,Services,Divorced,Professional Course,No,No,No,Telephone,May,Mon,680,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
41,Blue-Collar,Single,Basic 9Y,Unknown,Yes,No,Telephone,May,Mon,421,4,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
33,Entrepreneur,Married,University Degree,No,Yes,No,Telephone,May,Mon,130,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
57,Blue-Collar,Married,Basic 4Y,No,No,No,Telephone,May,Mon,164,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
48,Blue-Collar,Married,Basic 6Y,Unknown,No,No,Telephone,May,Mon,174,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
55,Technician,Married,Professional Course,No,No,No,Telephone,May,Mon,113,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
38,Management,Married,University Degree,No,No,No,Telephone,May,Mon,195,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
38,Services,Married,High School,No,Yes,No,Telephone,May,Mon,347,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
53,Admin,Married,University Degree,No,Yes,No,Telephone,May,Mon,208,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
43,Unemployed,Single,University Degree,No,No,No,Telephone,May,Mon,404,4,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Blue-Collar,Single,High School,No,No,No,Telephone,May,Mon,396,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
32,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,May,Mon,98,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
33,Services,Married,Basic 4Y,No,No,No,Telephone,May,Mon,229,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
58,Entrepreneur,Married,Basic 4Y,No,Yes,No,Telephone,May,Mon,350,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
40,Unemployed,Divorced,High School,Unknown,No,No,Telephone,May,Tue,88,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
57,Management,Married,University Degree,No,Yes,No,Telephone,May,Tue,379,2,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
45,Technician,Married,High School,No,Yes,No,Telephone,May,Tue,168,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
42,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Telephone,May,Tue,190,3,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
46,Admin,Married,University Degree,No,Yes,No,Telephone,May,Tue,158,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
36,Technician,Married,University Degree,No,No,No,Telephone,May,Tue,210,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
41,Self-Employed,Married,High School,No,Yes,No,Telephone,May,Tue,102,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
57,Admin,Divorced,Basic 9Y,No,No,No,Telephone,May,Tue,306,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
49,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Telephone,May,Tue,64,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
56,Management,Divorced,High School,No,No,No,Telephone,May,Tue,218,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
37,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,May,Tue,77,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
37,Blue-Collar,Married,Basic 9Y,No,No,Yes,Telephone,May,Tue,54,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
46,Admin,Single,High School,No,Yes,No,Telephone,May,Tue,344,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
22,Blue-Collar,Single,Basic 9Y,No,Yes,No,Telephone,May,Tue,195,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
43,Services,Married,High School,No,No,No,Telephone,May,Tue,202,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
49,Blue-Collar,Married,Unknown,No,No,No,Telephone,May,Tue,286,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
41,Technician,Married,Basic 6Y,No,Yes,No,Telephone,May,Tue,278,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
38,Admin,Single,University Degree,No,No,No,Telephone,May,Tue,189,1,999,0,Nonexistent,1.1,93.994,-36.4,4.857,5191,No
